-0.24308753009319975,1,1,12.0
-0.24482217467287548,1,2,-1.0
-0.23000587625451258,1,3,39.0
-0.2523459383562365,1,4,35.0
-0.22205674451016938,1,5,8.0
-0.2579393484932371,1,6,15.0
-0.27342532371941675,1,7,28.0
-0.23518277043115596,1,8,11.0
-0.2292938199297065,1,9,10.0
-0.22165553697896223,1,10,24.0
-0.24308753009319975,2,1,44.5
-0.24482217467287548,2,2,48.0
-0.23000587625451258,2,3,43.5
-0.2523459383562365,2,4,35.0
-0.22205674451016938,2,5,46.0
-0.2579393484932371,2,6,44.0
-0.27342532371941675,2,7,39.0
-0.23518277043115596,2,8,41.0
-0.2292938199297065,2,9,37.5
-0.22165553697896223,2,10,42.5
-0.24308753009319975,3,1,45.666666666666664
-0.24482217467287548,3,2,43.33333333333333
-0.23000587625451258,3,3,45.33333333333333
-0.2523459383562365,3,4,42.0
-0.22205674451016938,3,5,48.33333333333333
-0.2579393484932371,3,6,46.0
-0.27342532371941675,3,7,41.666666666666664
-0.23518277043115596,3,8,45.666666666666664
-0.2292938199297065,3,9,44.33333333333333
-0.22165553697896223,3,10,46.666666666666664
-0.24308753009319975,4,1,45.5
-0.24482217467287548,4,2,48.0
-0.23000587625451258,4,3,46.25
-0.2523459383562365,4,4,44.75
-0.22205674451016938,4,5,47.0
-0.2579393484932371,4,6,45.75
-0.27342532371941675,4,7,43.0
-0.23518277043115596,4,8,45.25
-0.2292938199297065,4,9,45.75
-0.22165553697896223,4,10,46.25
-0.24308753009319975,5,1,46.2
-0.24482217467287548,5,2,48.2
-0.23000587625451258,5,3,46.8
-0.2523459383562365,5,4,45.400000000000006
-0.22205674451016938,5,5,46.4
-0.2579393484932371,5,6,46.2
-0.27342532371941675,5,7,43.800000000000004
-0.23518277043115596,5,8,46.0
-0.2292938199297065,5,9,46.6
-0.22165553697896223,5,10,46.2
-0.24308753009319975,6,1,47.5
-0.24482217467287548,6,2,48.0
-0.23000587625451258,6,3,47.166666666666664
-0.2523459383562365,6,4,45.83333333333333
-0.22205674451016938,6,5,48.33333333333333
-0.2579393484932371,6,6,46.0
-0.27342532371941675,6,7,43.166666666666664
-0.23518277043115596,6,8,45.666666666666664
-0.2292938199297065,6,9,46.166666666666664
-0.22165553697896223,6,10,46.83333333333333
-0.24308753009319975,7,1,47.71428571428571
-0.24482217467287548,7,2,48.14285714285714
-0.23000587625451258,7,3,45.857142857142854
-0.2523459383562365,7,4,46.14285714285714
-0.22205674451016938,7,5,46.857142857142854
-0.2579393484932371,7,6,46.57142857142856
-0.27342532371941675,7,7,43.57142857142857
-0.23518277043115596,7,8,46.14285714285714
-0.2292938199297065,7,9,46.714285714285715
-0.22165553697896223,7,10,46.42857142857143
-0.24308753009319975,8,1,47.5
-0.24482217467287548,8,2,48.25
-0.23000587625451258,8,3,46.25
-0.2523459383562365,8,4,46.625
-0.22205674451016938,8,5,47.0
-0.2579393484932371,8,6,46.5
-0.27342532371941675,8,7,43.875
-0.23518277043115596,8,8,46.0
-0.2292938199297065,8,9,47.125
-0.22165553697896223,8,10,47.25
-0.24308753009319975,9,1,47.55555555555556
-0.24482217467287548,9,2,48.111111111111114
