job_id,depth,seed,k_x,scenario,obj_val,time,k_y,nash
15165168,5.0,21.0,3.0,0.0,5.333333332699995,23.13,0,3.906976744186047
15152099,6.0,14.0,1.0,0.0,8.0,136.31,0,4.113166485310121
15152917,6.0,6.0,4.0,2.0,5.999983788184432,31411.5,0,4.400324320513272
15166477,5.0,12.0,2.0,2.0,7.999998436726173,33.29,0,4.788109949191425
15165120,5.0,15.0,2.0,0.0,4.5,82.38,0,3.9685039370078736
15166413,5.0,8.0,6.0,1.0,5.333333333333332,7933.42,0,4.673698309057426
15152166,6.0,21.0,3.0,0.0,5.33333333333333,315.58,0,4.051867219917012
15166580,5.0,25.0,5.0,2.0,4.800000000000001,13486.92,0,4.316492496267777
15165080,5.0,5.0,1.0,0.0,9.0,162.03,0,4.5
15165233,5.0,7.0,4.0,0.0,4.499999999999997,14.36,0,4.363636363636364
15152905,6.0,24.0,3.0,2.0,6.0,1175.57,0,4.568913250690865
15152344,7.0,9.0,3.0,0.0,5.99997874742183,309.33,0,4.1652892561983474
15152103,6.0,18.0,1.0,0.0,9.0,4.83,0,4.645161290322581
15152896,6.0,15.0,3.0,2.0,5.333332634475348,1485.85,0,4.217573221757322
15152552,6.0,7.0,4.0,1.0,5.999993711217823,3841.48,0,4.636624822052542
15152287,7.0,12.0,1.0,0.0,8.999998500000004,4.93,0,4.655172413793103
15152388,7.0,23.0,4.0,0.0,5.249993725444204,17110.47,0,4.24203416203982
15152503,6.0,18.0,2.0,1.0,8.99999730000026,171.1,0,5.173652694610778
15166379,5.0,4.0,5.0,1.0,5.399983161481677,39337.89,0,4.265790803436079
15165947,5.0,5.0,1.0,1.0,9.0,4.23,0,4.562068965517241
15152482,6.0,27.0,1.0,1.0,9.0,5.62,0,4.935161170804001
15152875,6.0,24.0,2.0,2.0,6.999998305394248,546.23,0,4.568913250690865
15152391,7.0,26.0,4.0,0.0,5.999989716342888,3737.31,0,4.535433070866142
15152844,6.0,23.0,1.0,2.0,8.0,5.2,0,4.554288765966205
15152471,6.0,16.0,1.0,1.0,9.0,6.47,0,4.814854481817992
15166030,5.0,27.0,1.0,1.0,9.0,4.32,0,4.993326978074356
15165416,5.0,24.0,5.0,0.0,4.799999656230457,314.92,0,3.929824561403509
15152135,6.0,20.0,2.0,0.0,6.999999999999999,88.24,0,4.347951114306254
15152704,7.0,8.0,3.0,1.0,5.9999918916966894,31727.64,0,4.515619002889596
15152881,6.0,30.0,2.0,2.0,7.999996892306919,106.54,0,4.380570801317233
15153051,7.0,20.0,2.0,2.0,7.999997813224941,1259.03,0,4.623441976473839
15165431,5.0,28.0,5.0,0.0,4.799999200000012,478.36,0,3.84
15166533,5.0,8.0,4.0,2.0,6.0,2275.62,0,4.402553373446138
15152933,6.0,22.0,4.0,2.0,4.499990743654767,21150.51,0,3.7742631200575127
15152414,7.0,19.0,5.0,0.0,4.799991368048206,9253.02,0,3.936908517350159
15165109,5.0,4.0,2.0,0.0,4.499999999999999,75.6,0,4.235294117647059
15152518,6.0,3.0,3.0,1.0,6.0,1261.54,0,4.362764682381142
15152193,6.0,18.0,4.0,0.0,6.0,329.78,0,4.645161290322581
15152362,7.0,27.0,3.0,0.0,5.999993603129713,268.99,0,4.546675531914895
15152258,6.0,23.0,6.0,0.0,4.666660426100498,8511.81,0,4.288937264991095
15153075,7.0,14.0,3.0,2.0,5.999991238529398,5878.37,0,4.422264803273322
15152348,7.0,13.0,3.0,0.0,5.999986686869724,582.55,0,4.2543940795559685
15166458,5.0,23.0,1.0,2.0,8.0,4.46,0,4.4663845258045285
15153020,7.0,19.0,1.0,2.0,7.999997333183333,26.81,0,4.178677973378903
15166088,5.0,13.0,2.0,1.0,6.999999173913044,30.89,0,4.676470588235294
15152337,7.0,2.0,3.0,0.0,5.999998873030286,1185.63,0,4.544043199460007
15153040,7.0,9.0,2.0,2.0,9.0,669.84,0,4.54532865543568
15166465,5.0,30.0,1.0,2.0,8.0,4.24,0,4.229607250755287
15166421,5.0,16.0,6.0,1.0,5.833323616153704,8076.59,0,4.838211191758371
15166472,5.0,7.0,2.0,2.0,5.999999399914546,138.86,0,4.299420625724218
15152186,6.0,11.0,4.0,0.0,4.5,1134.62,0,3.8713394143062887
15166062,5.0,5.0,2.0,1.0,6.999999999199994,60.71,0,4.562068965517241
15152305,7.0,30.0,1.0,0.0,8.0,6.84,0,3.913918930801021
15152390,7.0,25.0,4.0,0.0,4.499999304421055,10810.36,0,4.110218707525021
15152174,6.0,29.0,3.0,0.0,4.666666666666664,168.28,0,3.8956521739130414
15152297,7.0,22.0,1.0,0.0,7.0,6.12,0,3.4722025593192347
15153059,7.0,28.0,2.0,2.0,6.999999422222224,1339.07,0,3.974561738738474
15166411,5.0,6.0,6.0,1.0,5.0,7941.01,0,4.487804878048781
15152869,6.0,18.0,2.0,2.0,8.0,324.88,0,5.009364977549712
15165951,5.0,7.0,1.0,1.0,9.0,4.28,0,4.699738903394255
15165353,5.0,7.0,5.0,0.0,5.4,259.06,0,4.363636363636364
15166306,5.0,3.0,4.0,1.0,6.0,2494.45,0,4.45469597741082
15152116,6.0,1.0,2.0,0.0,5.9999999999999964,46.49,0,3.6729713239780346
15152479,6.0,24.0,1.0,1.0,9.0,5.57,0,4.729718296483672
15165099,5.0,24.0,1.0,0.0,9.0,84.08,0,3.929824561403509
15166493,5.0,28.0,2.0,2.0,6.999999238125889,51.84,0,4.019138755980861
15152358,7.0,23.0,3.0,0.0,5.333332518526063,1279.37,0,4.24203416203982
15152694,7.0,28.0,2.0,1.0,5.999999411812366,1223.99,0,4.079805290925151
15152491,6.0,6.0,2.0,1.0,5.999999689839572,154.84,0,4.451562581249025
15165165,5.0,20.0,3.0,0.0,5.333333333333334,12.7,0,4.131147540983607
15153065,7.0,4.0,3.0,2.0,5.333333333333333,19482.28,0,4.094747439152617
15152399,7.0,4.0,5.0,0.0,4.799986692019376,28194.81,0,3.976479344994418
15152458,6.0,3.0,1.0,1.0,8.999997500000017,13.14,0,4.362764682381142
15165110,5.0,5.0,2.0,0.0,4.5,75.04,0,4.5
15165406,5.0,22.0,5.0,0.0,4.2,238.54,0,3.574468085106383
15152301,7.0,26.0,1.0,0.0,8.999998752615248,6.61,0,4.535433070866142
15152849,6.0,28.0,1.0,2.0,8.0,6.33,0,4.12362268207471
15152092,6.0,7.0,1.0,0.0,8.999996,78.24,0,4.335078534031414
15152178,6.0,3.0,4.0,0.0,4.499999615376281,456.81,0,3.83367139959432
15152136,6.0,21.0,2.0,0.0,6.0,69.9,0,4.051867219917012
15152351,7.0,16.0,3.0,0.0,5.333333333333325,1456.48,0,4.197501487209994
15166104,5.0,17.0,2.0,1.0,6.9999999999999964,42.93,0,4.322709163346614
15165125,5.0,20.0,2.0,0.0,4.499999999999997,91.77,0,4.131147540983607
15152483,6.0,28.0,1.0,1.0,7.999998400000003,4.93,0,4.157653528872594
15152380,7.0,15.0,4.0,0.0,4.5,13896.21,0,3.922178988326849
15152516,6.0,1.0,3.0,1.0,4.666666666666666,6252.55,0,3.966777527022213
15152177,6.0,2.0,4.0,0.0,6.0,951.27,0,4.595744680851064
15152352,7.0,17.0,3.0,0.0,5.333332105747374,869.91,0,3.9069767441860472
15166523,5.0,28.0,3.0,2.0,5.333332434937612,270.84,0,4.019138755980861
