job_id_x,depth,seed,k,obj_val_x,time_x,job_id_y,obj_val_y,time_y,nash
15158576,8.0,3.0,15.0,6.066666666666666,10.08,15041189,5.952755905511811,13.88,5.952755905511811
15158850,9.0,7.0,9.0,6.222222222222221,7.27,15041526,6.121457489878543,7.76,6.121457489878543
15157821,7.0,28.0,4.0,7.0,4.74,15040433,6.999999999999995,5.22,6.054054054054054
15157813,7.0,20.0,4.0,7.0,4.83,15040425,7.0,6.02,6.596858638743455
15157750,7.0,17.0,2.0,8.0,3.64,15040362,8.0,3.76,6.222222222222223
15158972,9.0,9.0,13.0,6.923076923076923,4.57,15041648,6.810810810810811,7.05,6.810810810810811
15158520,8.0,7.0,13.0,6.230769230769231,6.41,15041133,6.121457489878543,5.72,6.121457489878543
15156867,5.0,5.0,3.0,6.999999999999999,11.46,15039478,7.0,12.73,6.146341463414635
15158146,7.0,23.0,15.0,6.933333333333334,6.89,15040759,6.596858638743456,9.94,6.596858638743456
15158571,8.0,28.0,14.0,6.285714285714285,6.72,15041184,6.054054054054054,7.49,6.054054054054054
15157480,6.0,17.0,8.0,7.0,5.49,15040092,6.222222222222222,8.96,6.222222222222222
15159080,10.0,25.0,1.0,8.0,3.6,15041754,8.0,3.75,6.631578947368421
15157960,7.0,17.0,9.0,6.222222222222221,13.76,15040572,6.222222222222223,9.58,6.222222222222223
15156942,5.0,20.0,5.0,7.2,4.63,15039553,7.0,7.01,6.596858638743456
15158861,9.0,18.0,9.0,7.111111111111112,6.34,15041537,6.857142857142858,8.72,6.857142857142858
15158299,8.0,26.0,5.0,7.2,5.77,15040912,6.857142857142858,6.41,6.857142857142858
15157598,6.0,15.0,12.0,6.666666666666666,4.89,15040210,6.31974921630094,4.95,6.31974921630094
15158298,8.0,25.0,5.0,7.2,4.35,15040911,7.0,4.71,6.63157894736842
15158392,8.0,29.0,8.0,7.0,8.32,15041005,6.222221612253157,14.5,6.222222222222222
15158234,8.0,21.0,3.0,8.0,4.17,15040847,8.0,4.22,6.653465346534652
15158776,9.0,23.0,6.0,6.999999999999998,5.89,15041451,6.596858638743455,8.17,6.596858638743456
15158984,9.0,21.0,13.0,6.923076923076923,6.89,15041660,6.653465346534654,6.05,6.653465346534654
15158785,9.0,2.0,7.0,7.7142857142857135,7.33,15041460,7.322033898305085,14.46,7.322033898305085
15158622,9.0,19.0,1.0,8.0,3.76,15041297,8.0,9.5,6.3596214511041005
15159360,10.0,5.0,11.0,6.363636363636363,18.97,15042034,6.146341463414634,8.81,6.146341463414634
15156856,5.0,24.0,2.0,9.0,3.35,15039467,9.0,11.36,6.720000000000001
15157179,5.0,17.0,13.0,6.461538461538462,5.67,15039790,6.222222222222222,5.93,6.222222222222222
15158468,8.0,15.0,11.0,6.545454545454543,5.63,15041081,6.31974921630094,8.05,6.31974921630094
15158001,7.0,28.0,10.0,6.4,7.38,15040613,6.054054054054054,7.2,6.054054054054054
15158065,7.0,2.0,13.0,7.61538461538461,8.64,15040677,7.322033898305085,10.84,7.322033898305085
15157191,5.0,29.0,13.0,6.461538461538462,5.86,15039802,6.16,7.41,6.16
15157439,6.0,6.0,7.0,7.0,5.37,15040051,6.653465346534654,5.61,6.653465346534654
15157217,5.0,25.0,14.0,6.857142857142857,3.98,15039828,6.63157894736842,4.58,6.63157894736842
15157417,6.0,14.0,6.0,6.999999999999998,5.24,15040029,6.445012787723785,6.06,6.445012787723785
15157355,6.0,12.0,4.0,8.0,4.09,15039967,8.0,4.18,7.024390243902439
15158529,8.0,16.0,13.0,6.923076923076923,16.57,15041142,6.6607929515418505,32.11,6.6607929515418505
15159311,10.0,16.0,9.0,7.0,11.46,15041985,6.6607929515418505,27.23,6.6607929515418505
15159177,10.0,2.0,5.0,8.0,4.98,15041851,8.0,6.25,7.322033898305086
15158677,9.0,14.0,3.0,6.999999999999999,11.61,15041352,7.0,6.95,6.445012787723785
15157670,6.0,27.0,14.0,7.071428571428571,3.97,15040282,6.810810810810811,4.21,6.810810810810811
15157870,7.0,17.0,6.0,6.666666666666666,7.99,15040482,6.222222222222222,6.45,6.222222222222223
15158063,7.0,30.0,12.0,6.666666666666666,5.34,15040675,6.359621451104101,8.45,6.359621451104101
15157302,6.0,19.0,2.0,8.0,4.29,15039914,7.999999997300005,3.67,6.3596214511041005
15156874,5.0,12.0,3.0,9.0,3.89,15039485,9.0,4.03,7.024390243902439
