job_id,depth,seed,k,obj_val,time
15039811,5.0,8.0,14.0,6.72,4.78
15039477,5.0,4.0,3.0,7.0,12.82
15039789,5.0,16.0,13.0,6.631578947368421,6.59
15040986,8.0,10.0,8.0,6.319749216300941,10.23
15039453,5.0,10.0,2.0,8.0,11.86
15040320,7.0,5.0,1.0,9.0,3.75
15040895,8.0,9.0,5.0,6.8108108108108105,4.38
15041909,10.0,30.0,6.0,6.359621451104101,8.82
15042005,10.0,6.0,10.0,6.653465346534654,9.93
15039856,5.0,23.0,15.0,6.596858638743456,5.88
15039585,5.0,22.0,6.0,5.999999912728795,6.46
15041411,9.0,13.0,5.0,6.999999512419407,8.01
15041983,10.0,14.0,9.0,6.445012787723785,17.81
15042082,10.0,23.0,12.0,6.596858638743456,17.89
15041399,9.0,1.0,5.0,6.017910447761194,10.98
15040966,8.0,20.0,7.0,6.596858638743457,7.46
15040715,7.0,10.0,14.0,6.3197492163009406,6.16
15040885,8.0,29.0,4.0,7.0,6.45
15040418,7.0,13.0,4.0,7.0,5.85
15040199,6.0,4.0,12.0,5.976284584980236,20.7
15039654,5.0,1.0,9.0,6.017910447761194,5.59
15039627,5.0,4.0,8.0,5.976284584980237,6.38
15040160,6.0,25.0,10.0,6.63157894736842,6.71
15040632,7.0,17.0,11.0,6.222222222222223,9.65
15041022,8.0,16.0,9.0,6.660792927983459,23.12
15040700,7.0,25.0,13.0,6.631578947368421,5.79
15042028,10.0,29.0,10.0,6.222222222222223,27.19
15041412,9.0,14.0,5.0,7.0,11.9
15041978,10.0,9.0,9.0,6.8108108108108105,12.98
15040094,6.0,19.0,8.0,6.3596214511041005,5.49
15039683,5.0,30.0,9.0,6.359621451104101,5.39
15039443,5.0,30.0,1.0,8.0,11.48
15041765,10.0,6.0,2.0,9.0,3.81
15041162,8.0,6.0,14.0,6.653465346534654,5.69
15040415,7.0,10.0,4.0,7.0,6.98
15040381,7.0,6.0,3.0,8.0,5.01
15040188,6.0,23.0,11.0,6.596858638743456,5.58
15041451,9.0,23.0,6.0,6.596858638743455,8.17
15040280,6.0,25.0,14.0,6.63157894736842,5.43
15041020,8.0,14.0,9.0,6.445012787723785,11.75
15040124,6.0,19.0,9.0,6.3596214511041005,5.71
15041007,8.0,1.0,9.0,6.017910447761189,8.23
15039848,5.0,15.0,15.0,6.31974921630094,7.64
15039464,5.0,21.0,2.0,9.0,12.03
15042060,10.0,1.0,12.0,6.017910447761194,13.57
15040590,7.0,5.0,10.0,6.146341463414634,7.19
15041331,9.0,23.0,2.0,8.0,3.7
15041406,9.0,8.0,5.0,6.999999752401876,11.88
15041793,10.0,4.0,3.0,7.0,4.47
15041599,9.0,20.0,11.0,6.596858638743455,15.53
15040685,7.0,10.0,13.0,6.3197492163009406,8.49
15039907,6.0,12.0,2.0,9.0,3.62
15041131,8.0,5.0,13.0,6.146341463414634,9.01
15041651,9.0,12.0,13.0,7.024390243902439,5.52
15039666,5.0,13.0,9.0,6.531317494600431,6.36
15040448,7.0,13.0,5.0,6.999999288662446,8.21
15039940,6.0,15.0,3.0,7.0,4.54
15040048,6.0,3.0,7.0,5.952755900876121,5.64
15041025,8.0,19.0,9.0,6.359621451104101,6.14
15039447,5.0,4.0,2.0,8.0,11.4
15039939,6.0,14.0,3.0,7.0,4.47
15039747,5.0,4.0,12.0,5.974137931034482,5.94
15041826,10.0,7.0,4.0,6.1214574898785425,6.83
15040678,7.0,3.0,13.0,5.95275590551181,12.71
15041768,10.0,9.0,2.0,9.0,3.9
15040758,7.0,22.0,15.0,5.694915254237289,14.23
15041439,9.0,11.0,6.0,6.319749216300941,9.97
15040759,7.0,23.0,15.0,6.596858638743456,9.94
15040534,7.0,9.0,8.0,6.810810810810811,5.42
15039410,5.0,1.0,1.0,8.0,3.58
15040870,8.0,14.0,4.0,6.999999354468112,5.81
15039797,5.0,24.0,13.0,6.720000000000001,6.03
15041048,8.0,12.0,10.0,7.02439024390244,5.8
15040153,6.0,18.0,10.0,6.857142857142858,6.23
15039590,5.0,27.0,6.0,6.8108108108108105,4.09
15042019,10.0,20.0,10.0,6.596858638743456,12.13
15041192,8.0,6.0,15.0,6.653465346534654,5.68
15040271,6.0,16.0,14.0,6.6607929515418505,10.71
15040363,7.0,18.0,2.0,9.0,3.73
15041853,10.0,4.0,5.0,6.0,5.64
15039903,6.0,8.0,2.0,9.0,3.68
15041204,8.0,18.0,15.0,6.857142857142858,8.46
15041117,8.0,21.0,12.0,6.653465346534652,5.6
15040839,8.0,13.0,3.0,7.0,6.54
15040114,6.0,9.0,9.0,6.810810810810811,6.92
15042091,10.0,2.0,13.0,7.322033898305085,62.98
15040972,8.0,26.0,7.0,6.857142857142858,7.56
15039810,5.0,7.0,14.0,6.1214574898785425,4.51
15040079,6.0,4.0,8.0,5.976284584980236,7.24
15041499,9.0,10.0,8.0,6.319749216300941,12.12
15041645,9.0,6.0,13.0,6.653465346534654,8.05
15039564,5.0,1.0,6.0,6.017910447761194,5.7
15040260,6.0,5.0,14.0,6.146341463414634,6.15
15039418,5.0,5.0,1.0,9.0,18.1
15040463,7.0,28.0,5.0,6.054054054054055,5.19
15041301,9.0,23.0,1.0,9.0,8.65
15040354,7.0,9.0,2.0,9.0,3.84
15041189,8.0,3.0,15.0,5.952755905511811,13.88
15041351,9.0,13.0,3.0,7.0,6.54
15040250,6.0,25.0,13.0,6.63157894736842,5.7
15039678,5.0,25.0,9.0,6.63157894736842,4.67
15041670,9.0,1.0,14.0,6.017910447761194,7.99
15040458,7.0,23.0,5.0,6.99999798406462,7.01
15039609,5.0,16.0,7.0,6.6607929515418505,6.76
15039911,6.0,16.0,2.0,8.0,4.09
15041440,9.0,12.0,6.0,7.024390243902425,8.02
15040762,7.0,26.0,15.0,6.857142857142858,5.21
15042106,10.0,17.0,13.0,6.222222222222222,14.56
15041371,9.0,3.0,4.0,6.0,6.44
15040393,7.0,18.0,3.0,8.0,4.36
15040442,7.0,7.0,5.0,6.121457489878543,5.77
15042179,10.0,30.0,15.0,6.359621451104101,8.17
15041640,9.0,1.0,13.0,6.017910447761194,7.94
15039688,5.0,5.0,10.0,6.146341463414635,4.67
15039450,5.0,7.0,2.0,8.0,11.69
15040668,7.0,23.0,12.0,6.596858638743456,8.44
15041798,10.0,9.0,3.0,8.999999839398637,4.58
15040947,8.0,1.0,7.0,6.017910447761189,8.79
15040756,7.0,21.0,15.0,6.653465346534654,4.96
15040246,6.0,21.0,13.0,6.653465346534654,5.35
15039752,5.0,9.0,12.0,6.810810810810811,4.29
15040705,7.0,30.0,13.0,6.359621451104101,7.28
15041378,9.0,10.0,4.0,7.0,7.6
15039929,6.0,4.0,3.0,7.0,5.6
15040110,6.0,5.0,9.0,6.146341463414634,5.51
15041176,8.0,20.0,14.0,6.596858638743456,13.64
15041121,8.0,25.0,12.0,6.63157894736842,5.6
15039543,5.0,10.0,5.0,6.3197492163009406,7.0
15040394,7.0,19.0,3.0,8.0,4.65
15039938,6.0,13.0,3.0,7.0,4.31
15040375,7.0,30.0,2.0,8.0,3.5
15041414,9.0,16.0,5.0,7.0,12.15
15040414,7.0,9.0,4.0,7.0,4.07
15042067,10.0,8.0,12.0,6.72,19.0
15042074,10.0,15.0,12.0,6.3197492163009406,8.59
15039755,5.0,12.0,12.0,7.024390243902439,12.2
15041051,8.0,15.0,10.0,6.31974921630094,6.67
15041727,9.0,28.0,15.0,6.054054054054054,6.44
15039970,6.0,15.0,4.0,7.0,4.61
15040719,7.0,14.0,14.0,6.445012787723785,8.53
15040417,7.0,12.0,4.0,8.0,4.32
15040996,8.0,20.0,8.0,6.596858638743455,9.68
15041594,9.0,15.0,11.0,6.3197492163009406,6.6
15040201,6.0,6.0,12.0,6.653465346534654,17.12
15041133,8.0,7.0,13.0,6.121457489878543,5.72
15040681,7.0,6.0,13.0,6.653465346534654,5.46
15040508,7.0,13.0,7.0,6.531317494600433,8.1
15041693,9.0,24.0,14.0,6.719999999999999,7.5
15040100,6.0,25.0,8.0,6.63157894736842,5.35
15041359,9.0,21.0,3.0,8.0,4.57
15040172,6.0,7.0,11.0,6.1214574898785425,4.91
15041101,8.0,5.0,12.0,6.146341463414634,6.9
15041300,9.0,22.0,1.0,7.0,8.7
15041586,9.0,7.0,11.0,6.121457489878543,7.79
15042014,10.0,15.0,10.0,6.3197492163009406,8.47
15040957,8.0,11.0,7.0,6.3197492163009406,6.84
15039851,5.0,18.0,15.0,6.857142857142857,6.52
15040903,8.0,17.0,5.0,6.99999932304012,11.92
15041429,9.0,1.0,6.0,6.017910447761194,11.72
15040772,8.0,6.0,1.0,9.0,3.61
15040486,7.0,21.0,6.0,6.653465346534654,5.46
15040139,6.0,4.0,10.0,5.976284584980236,7.96
15041168,8.0,12.0,14.0,7.02439024390244,5.74
15039430,5.0,17.0,1.0,8.0,3.58
15040960,8.0,14.0,7.0,6.445012787723785,9.61
15040127,6.0,22.0,9.0,5.694915209722692,10.86
15041762,10.0,3.0,2.0,7.0,4.0
15042125,10.0,6.0,14.0,6.653465346534654,11.06
15041924,10.0,15.0,7.0,6.3197492163009406,7.64
15041199,8.0,13.0,15.0,6.531317494600432,20.76
15042150,10.0,1.0,15.0,6.017910447761194,11.14
15039733,5.0,20.0,11.0,6.596858638743456,5.27
15040723,7.0,18.0,14.0,6.857142857142858,5.5
15041528,9.0,9.0,9.0,6.810810810810811,7.41
15041065,8.0,29.0,10.0,6.222222222222222,20.99
15040922,8.0,6.0,6.0,6.653465346534654,5.5
15040197,6.0,2.0,12.0,7.322033898305085,23.7
15039588,5.0,25.0,6.0,6.63157894736842,4.46
15040911,8.0,25.0,5.0,7.0,4.71
15041542,9.0,23.0,9.0,6.596858638743455,13.4
15041918,10.0,9.0,7.0,6.8108108108108105,8.29
15040682,7.0,7.0,13.0,6.121457489878543,5.54
15039805,5.0,2.0,14.0,7.266055045871568,5.93
15039664,5.0,11.0,9.0,6.3197492163009406,4.33
15040220,6.0,25.0,12.0,6.63157894736842,5.58
15042086,10.0,27.0,12.0,6.810810810810811,14.36
15041063,8.0,27.0,10.0,6.810810810810811,7.45
15041852,10.0,3.0,5.0,6.0,5.65
15041107,8.0,11.0,12.0,6.3197492163009406,6.62
15042048,10.0,19.0,11.0,6.3596214511041005,19.04
15040743,7.0,8.0,15.0,6.72,12.69
15042059,10.0,30.0,11.0,6.359621451104101,8.54
15041648,9.0,9.0,13.0,6.810810810810811,7.05
15040517,7.0,22.0,7.0,5.694915254237288,11.39
15040143,6.0,8.0,10.0,6.72,6.21
15040111,6.0,6.0,9.0,6.653465346534654,6.1
15040021,6.0,6.0,6.0,6.653465346534654,5.83
15041974,10.0,5.0,9.0,6.146341463414634,13.82
15040835,8.0,9.0,3.0,9.0,6.58
15041089,8.0,23.0,11.0,6.5968586387434565,9.65
15040769,8.0,3.0,1.0,9.0,3.6
15041526,9.0,7.0,9.0,6.121457489878543,7.76
15041709,9.0,10.0,15.0,6.319749216300941,12.45
15040880,8.0,24.0,4.0,7.0,5.22
15040775,8.0,9.0,1.0,9.0,3.38
15040695,7.0,20.0,13.0,6.596858638743455,8.7
15041568,9.0,19.0,10.0,6.3596214511041005,9.7
15040817,8.0,21.0,2.0,9.0,3.88
15040934,8.0,18.0,6.0,6.857142857142858,7.07
15040585,7.0,30.0,9.0,6.359621451104101,8.89
15040802,8.0,6.0,2.0,9.0,3.81
15041505,9.0,16.0,8.0,6.66079295154185,16.92
15041553,9.0,4.0,10.0,5.976284584980237,10.07
15039764,5.0,21.0,12.0,6.653465346534653,4.66
15041767,10.0,8.0,2.0,9.0,3.89
15040031,6.0,16.0,6.0,6.99999961443897,7.33
15039988,6.0,3.0,5.0,6.0,4.77
15039840,5.0,7.0,15.0,6.1214574898785425,4.38
15040332,7.0,17.0,1.0,8.0,3.7
15041953,10.0,14.0,8.0,6.445012787723786,13.36
15041420,9.0,22.0,5.0,5.999999598118063,18.59
15040929,8.0,13.0,6.0,6.999999235931647,8.53
15041544,9.0,25.0,9.0,6.631578947368421,10.07
15041096,8.0,30.0,11.0,6.359621451104101,6.94
15040097,6.0,22.0,8.0,5.694915254237289,10.53
15041702,9.0,3.0,15.0,5.952755905511811,22.81
15040265,6.0,10.0,14.0,6.3197492163009406,4.97
15040698,7.0,23.0,13.0,6.596858638743456,7.85
15039936,6.0,11.0,3.0,7.0,4.11
15041721,9.0,22.0,15.0,5.694915254237289,40.7
15039510,5.0,7.0,4.0,6.1214574898785425,4.18
15040099,6.0,24.0,8.0,6.720000000000001,6.52
15041791,10.0,2.0,3.0,9.0,4.48
15039644,5.0,21.0,8.0,6.653465346534653,4.64
15040293,6.0,8.0,15.0,6.72,8.26
15040413,7.0,8.0,4.0,7.0,4.83
15039927,6.0,2.0,3.0,9.0,3.97
15040526,7.0,1.0,8.0,6.017910447761194,5.96
15040410,7.0,5.0,4.0,6.999999230769223,7.24
15041875,10.0,26.0,5.0,6.857142857142857,7.53
15040935,8.0,19.0,6.0,6.359621451104101,5.84
15040121,6.0,16.0,9.0,6.6607929515418505,10.93
15040398,7.0,23.0,3.0,8.0,4.12
15041844,10.0,25.0,4.0,7.999998842975206,4.91
15040388,7.0,13.0,3.0,7.0,5.17
15041752,10.0,23.0,1.0,9.0,3.76
15042123,10.0,4.0,14.0,5.976284584980237,19.77
15041357,9.0,19.0,3.0,8.0,4.13
15040944,8.0,28.0,6.0,6.054054054054054,7.71
15039917,6.0,22.0,2.0,7.000000000000002,3.9
15042045,10.0,16.0,11.0,6.6607929515418505,20.87
15041541,9.0,22.0,9.0,5.694915254237289,25.96
15040910,8.0,24.0,5.0,7.0,5.71
15040506,7.0,11.0,7.0,6.3197492163009406,5.86
15040551,7.0,26.0,8.0,6.857142857142858,5.41
15040081,6.0,6.0,8.0,6.653465346534654,6.39
15041618,9.0,9.0,12.0,6.810810810810811,7.69
15039563,5.0,30.0,5.0,6.359621451104101,6.99
15040369,7.0,24.0,2.0,9.0,3.89
15041165,8.0,9.0,14.0,6.810810810810811,10.32
15040321,7.0,6.0,1.0,9.0,3.76
15040665,7.0,20.0,12.0,6.596858638743455,10.16
15041907,10.0,28.0,6.0,6.054054054054054,7.29
15041515,9.0,26.0,8.0,6.857142857142857,6.73
15040714,7.0,9.0,14.0,6.810810810810811,5.98
15042143,10.0,24.0,14.0,6.719999999999999,9.51
15039986,6.0,1.0,5.0,6.017910447761194,5.53
15040368,7.0,23.0,2.0,8.0,3.92
15041372,9.0,4.0,4.0,6.0,6.18
15039657,5.0,4.0,9.0,5.976284584980237,5.86
15040302,6.0,17.0,15.0,6.222222222222222,6.52
15041155,8.0,29.0,13.0,6.222222222222222,19.91
15040342,7.0,27.0,1.0,9.0,3.78
15040572,7.0,17.0,9.0,6.222222222222223,9.58
15040214,6.0,19.0,12.0,6.3596214511041005,5.61
15041623,9.0,14.0,12.0,6.445012787723785,18.72
15042132,10.0,13.0,14.0,6.531317494600432,53.56
15042141,10.0,22.0,14.0,5.694915227376488,50.93
15041593,9.0,14.0,11.0,6.445012787723785,14.91
15041624,9.0,15.0,12.0,6.3197492163009406,6.29
15039967,6.0,12.0,4.0,8.0,4.18
15040313,6.0,28.0,15.0,6.054054054054054,5.4
15041354,9.0,16.0,3.0,7.999999973612487,5.12
15040234,6.0,9.0,13.0,6.810810810810811,4.79
15041050,8.0,14.0,10.0,6.445012787723785,11.19
15041633,9.0,24.0,12.0,6.719999999999999,8.38
15041882,10.0,3.0,6.0,6.0,7.48
15040779,8.0,13.0,1.0,9.0,4.26
15042090,10.0,1.0,13.0,6.017910447761194,12.41
15039745,5.0,2.0,12.0,7.266055045871568,5.92
15041742,10.0,13.0,1.0,9.0,3.7
15040998,8.0,22.0,8.0,5.694915233673452,22.12
15041062,8.0,26.0,10.0,6.857142857142858,7.49
15039669,5.0,16.0,9.0,6.631578947368421,6.79
15041009,8.0,3.0,9.0,5.952755795745292,8.69
15041445,9.0,17.0,6.0,6.222222222222223,8.07
15039750,5.0,7.0,12.0,6.1214574898785425,4.29
15040443,7.0,8.0,5.0,7.0,6.19
15041874,10.0,25.0,5.0,7.0,7.49
15040608,7.0,23.0,10.0,6.596858638743456,8.44
15039875,6.0,10.0,1.0,9.0,3.65
15041521,9.0,2.0,9.0,7.322033898305085,19.78
15039636,5.0,13.0,8.0,6.531317494600432,5.84
15041737,10.0,8.0,1.0,9.0,3.71
15041689,9.0,20.0,14.0,6.596858638743456,18.64
15041843,10.0,24.0,4.0,7.0,5.49
15039844,5.0,11.0,15.0,6.3197492163009406,4.46
15040264,6.0,9.0,14.0,6.810810810810811,5.45
15040865,8.0,9.0,4.0,7.0,3.96
15039756,5.0,13.0,12.0,6.491803278688525,14.42
15040399,7.0,24.0,3.0,8.0,4.39
15041136,8.0,10.0,13.0,6.319749216300941,10.09
15041885,10.0,6.0,6.0,6.653465346534654,8.4
15039904,6.0,9.0,2.0,9.0,3.36
15041134,8.0,8.0,13.0,6.72,11.01
15040123,6.0,18.0,9.0,6.857142857142858,7.02
15042131,10.0,12.0,14.0,7.024390243902439,6.97
15039596,5.0,3.0,7.0,5.952755905511809,5.61
15041478,9.0,19.0,7.0,6.3596214511041005,12.3
15039475,5.0,2.0,3.0,9.0,11.8
15041917,10.0,8.0,7.0,6.72,14.27
15041483,9.0,24.0,7.0,6.720000000000001,7.31
15041653,9.0,14.0,13.0,6.445012787723785,15.32
15041867,10.0,18.0,5.0,6.857142798563274,8.18
15041901,10.0,22.0,6.0,5.999999673639507,18.86
15041674,9.0,5.0,14.0,6.146341463414635,7.74
15041959,10.0,20.0,8.0,6.596858638743456,15.94
15040267,6.0,12.0,14.0,7.024390243902439,4.48
15040733,7.0,28.0,14.0,6.054054054054054,7.2
15041433,9.0,5.0,6.0,6.146341463414635,11.3
15040644,7.0,29.0,11.0,6.222222222222222,13.8
15041750,10.0,21.0,1.0,9.0,3.65
15040351,7.0,6.0,2.0,9.0,3.8
15039709,5.0,26.0,10.0,6.857142857142858,4.85
15042114,10.0,25.0,13.0,6.631578947368421,23.73
15041565,9.0,16.0,10.0,6.6607929515418505,29.76
15041206,8.0,20.0,15.0,6.596858638743456,13.47
15040477,7.0,12.0,6.0,7.024390243902439,5.2
15040566,7.0,11.0,9.0,6.3197492163009406,5.69
15039589,5.0,26.0,6.0,6.857142857142858,4.55
15040518,7.0,23.0,7.0,6.596858573668525,7.75
15040436,7.0,1.0,5.0,6.017910447761194,5.93
15040367,7.0,22.0,2.0,7.0,3.98
15040445,7.0,10.0,5.0,6.3197492163009406,5.83
15041683,9.0,14.0,14.0,6.445012787723785,15.51
15041396,9.0,28.0,4.0,7.0,6.67
15041970,10.0,1.0,9.0,6.017910447761194,16.95
15039860,5.0,27.0,15.0,6.8108108108108105,4.21
15041712,9.0,13.0,15.0,6.531317494600431,29.2
15040056,6.0,11.0,7.0,6.3197492163009406,4.6
15041797,10.0,8.0,3.0,8.0,4.44
15040113,6.0,8.0,9.0,6.72,6.38
15041480,9.0,21.0,7.0,6.653465346534654,5.79
15042056,10.0,27.0,11.0,6.810810810810811,15.61
15041503,9.0,14.0,8.0,6.445012787723785,14.76
15041486,9.0,27.0,7.0,6.810810810810811,10.7
15040584,7.0,29.0,9.0,6.222222222222222,19.56
15041686,9.0,17.0,14.0,6.222222222222221,11.58
15040470,7.0,5.0,6.0,6.146341463414634,7.59
15041796,10.0,7.0,3.0,7.0,5.52
15039772,5.0,29.0,12.0,6.16,7.43
15040530,7.0,5.0,8.0,6.146341463414634,7.16
15040255,6.0,30.0,13.0,6.359621451104101,4.54
15041055,8.0,19.0,10.0,6.359621451104101,5.93
15040256,6.0,1.0,14.0,6.017910447761194,5.92
15040917,8.0,1.0,6.0,6.017910447761194,8.19
15039863,5.0,30.0,15.0,6.3596214511041005,5.82
15040707,7.0,2.0,14.0,7.322033898305085,10.37
15040905,8.0,19.0,5.0,6.359621451104101,7.05
15040837,8.0,11.0,3.0,7.0,6.56
15041124,8.0,28.0,12.0,6.054054054054054,8.02
15039544,5.0,11.0,5.0,6.3197492163009406,7.0
15040230,6.0,5.0,13.0,6.146341463414634,5.71
15041142,8.0,16.0,13.0,6.6607929515418505,32.11
15039890,6.0,25.0,1.0,8.0,3.56
15040667,7.0,22.0,12.0,5.694915254237289,13.89
15041873,10.0,24.0,5.0,7.0,6.02
15041960,10.0,21.0,8.0,6.653465346534654,10.15
15040793,8.0,27.0,1.0,9.0,3.62
15039512,5.0,9.0,4.0,7.0,3.8
15040892,8.0,6.0,5.0,6.653465346534654,5.8
15039497,5.0,24.0,3.0,8.0,3.97
15040494,7.0,29.0,6.0,6.999999109113561,9.55
15041919,10.0,10.0,7.0,6.319749216300941,13.37
15040948,8.0,2.0,7.0,7.322033898305085,7.66
15041211,8.0,25.0,15.0,6.63157894736842,5.72
15040396,7.0,21.0,3.0,8.0,5.07
15040192,6.0,27.0,11.0,6.810810810810811,4.27
15039420,5.0,7.0,1.0,9.0,18.1
15039474,5.0,1.0,3.0,7.0,12.5
15042116,10.0,27.0,13.0,6.810810810810811,17.89
15041913,10.0,4.0,7.0,5.976284583027892,15.12
15041095,8.0,29.0,11.0,6.222222222222222,17.51
15041634,9.0,25.0,12.0,6.631578947368421,8.2
15042171,10.0,22.0,15.0,5.694915254237288,45.67
15041118,8.0,22.0,12.0,5.694915254237288,34.45
15041154,8.0,28.0,13.0,6.054054054054054,7.75
15040088,6.0,13.0,8.0,6.531317494600432,6.3
15039741,5.0,28.0,11.0,6.054054054054054,4.5
15039679,5.0,26.0,9.0,6.857142857142858,4.95
15040093,6.0,18.0,8.0,6.857142857142858,7.9
15040722,7.0,17.0,14.0,6.222222222222223,9.26
15041605,9.0,26.0,11.0,6.857142857142857,7.05
15041111,8.0,15.0,12.0,6.31974921630094,6.14
15040257,6.0,2.0,14.0,7.322033898305085,9.56
15040482,7.0,17.0,6.0,6.222222222222222,6.45
15041417,9.0,19.0,5.0,6.359621451104102,11.0
15041939,10.0,30.0,7.0,6.359621451104101,8.54
15041881,10.0,2.0,6.0,7.999999406334905,11.02
15039845,5.0,12.0,15.0,7.024390243902439,4.33
15041328,9.0,20.0,2.0,8.0,9.88
15041329,9.0,21.0,2.0,9.0,9.25
15039820,5.0,17.0,14.0,6.222222222222222,6.03
15041658,9.0,19.0,13.0,6.3596214511041005,10.06
15040580,7.0,25.0,9.0,6.631578947368421,5.95
15039674,5.0,21.0,9.0,6.653465346534653,4.57
15040454,7.0,19.0,5.0,6.3596214511041005,5.87
15040441,7.0,6.0,5.0,6.653465346534654,5.58
15041805,10.0,16.0,3.0,8.0,4.29
15040142,6.0,7.0,10.0,6.1214574898785425,4.86
15040307,6.0,22.0,15.0,5.69491525423729,11.78
15040435,7.0,30.0,4.0,7.0,5.28
15041455,9.0,27.0,6.0,6.8108108108108105,7.13
15039635,5.0,12.0,8.0,7.024390243902439,4.44
15040191,6.0,26.0,11.0,6.857142857142855,5.03
15040036,6.0,21.0,6.0,6.653465346534654,4.8
15041784,10.0,25.0,2.0,8.0,3.48
15041622,9.0,13.0,12.0,6.5313174702948835,31.22
15041198,8.0,12.0,15.0,7.02439024390244,5.08
15040640,7.0,25.0,11.0,6.631578947368421,5.98
15041100,8.0,4.0,12.0,5.976284584980236,14.35
15040356,7.0,11.0,2.0,8.0,4.06
15040098,6.0,23.0,8.0,6.596858638743456,5.53
15039968,6.0,13.0,4.0,6.999999463487072,4.75
15039957,6.0,2.0,4.0,8.0,4.28
15041975,10.0,6.0,9.0,6.653465346534654,14.66
15040591,7.0,6.0,10.0,6.653465346534654,5.54
15042120,10.0,1.0,14.0,6.017910447761194,10.66
15041150,8.0,24.0,13.0,6.72,6.1
15039888,6.0,23.0,1.0,9.0,3.59
15042041,10.0,12.0,11.0,7.024390243902439,8.27
15042030,10.0,1.0,11.0,6.017910447761194,10.67
15041708,9.0,9.0,15.0,6.810810810810811,7.09
15041482,9.0,23.0,7.0,6.5968586387434565,8.6
15041341,9.0,3.0,3.0,7.0,5.44
15041532,9.0,13.0,9.0,6.53131749460043,14.63
15040673,7.0,28.0,12.0,6.054054054054054,8.47
15042158,10.0,9.0,15.0,6.8108108108108105,12.92
15041392,9.0,24.0,4.0,7.0,6.7
15040605,7.0,20.0,10.0,6.596858638743455,9.24
15041706,9.0,7.0,15.0,6.121457489878543,7.9
15041620,9.0,11.0,12.0,6.3197492163009406,6.88
15042021,10.0,22.0,10.0,5.694915208209753,43.85
15041607,9.0,28.0,11.0,6.054054054054054,7.29
15040549,7.0,24.0,8.0,6.72,6.39
15039667,5.0,14.0,9.0,6.445012787723785,6.22
15039868,6.0,3.0,1.0,9.0,3.83
15041139,8.0,13.0,13.0,6.531317494600432,17.69
15040908,8.0,22.0,5.0,5.999999379973296,10.73
15039902,6.0,7.0,2.0,8.0,4.06
15039819,5.0,16.0,14.0,6.631578947368421,6.68
15040361,7.0,16.0,2.0,8.0,4.1
15041992,10.0,23.0,9.0,6.596858638743456,20.45
15040314,6.0,29.0,15.0,6.222222222222222,6.4
15040300,6.0,15.0,15.0,6.31974921630094,4.96
15040864,8.0,8.0,4.0,7.0,6.27
15042168,10.0,19.0,15.0,6.3596214511041005,29.28
15040574,7.0,19.0,9.0,6.3596214511041005,7.03
15040306,6.0,21.0,15.0,6.653465346534654,4.82
15039738,5.0,25.0,11.0,6.63157894736842,4.52
15040452,7.0,17.0,5.0,6.999999360493827,6.2
15040717,7.0,12.0,14.0,7.024390243902439,4.77
15039720,5.0,7.0,11.0,6.1214574898785425,4.15
15039429,5.0,16.0,1.0,9.0,3.61
15040392,7.0,17.0,3.0,7.0,4.37
15041453,9.0,25.0,6.0,6.63157894736842,5.76
15039771,5.0,28.0,12.0,6.054054054054054,5.02
15039537,5.0,4.0,5.0,6.0,7.02
15040946,8.0,30.0,6.0,6.359621451104101,6.74
15040132,6.0,27.0,9.0,6.810810810810811,4.23
15039500,5.0,27.0,3.0,8.999999998000002,3.84
15041600,9.0,21.0,11.0,6.653465346534654,8.5
15040987,8.0,11.0,8.0,6.3197492163009406,6.82
15041475,9.0,16.0,7.0,6.6607929515418505,21.78
15041097,8.0,1.0,12.0,6.017910447761189,8.23
15040040,6.0,25.0,6.0,6.631578947368421,4.82
15040344,7.0,29.0,1.0,8.0,3.77
15040175,6.0,10.0,11.0,6.3197492163009406,4.97
15039883,6.0,18.0,1.0,9.0,3.72
15042140,10.0,21.0,14.0,6.653465346534654,6.43
15040372,7.0,27.0,2.0,9.0,3.7
15039716,5.0,3.0,11.0,5.952755905511809,6.59
15040921,8.0,5.0,6.0,6.146341463414634,10.83
15040091,6.0,16.0,8.0,6.66079295154185,9.93
15040825,8.0,29.0,2.0,7.0,6.57
15039608,5.0,15.0,7.0,6.31974921630094,4.81
15039689,5.0,6.0,10.0,6.653465346534654,4.52
15039542,5.0,9.0,5.0,6.810810810810811,7.02
15040691,7.0,16.0,13.0,6.6607929515418505,14.21
15039779,5.0,6.0,13.0,6.653465346534654,4.63
15040958,8.0,12.0,7.0,7.02439024390244,5.43
15041930,10.0,21.0,7.0,6.653465346534654,8.02
15041384,9.0,16.0,4.0,7.0,6.48
15042023,10.0,24.0,10.0,6.719999999999999,9.3
15041926,10.0,17.0,7.0,6.222222222222223,19.95
15040786,8.0,20.0,1.0,9.0,4.25
15039949,6.0,24.0,3.0,8.0,4.44
15042146,10.0,27.0,14.0,6.810810810810811,15.14
15040240,6.0,15.0,13.0,6.31974921630094,6.02
15041996,10.0,27.0,9.0,6.810810810810811,22.23
15040352,7.0,7.0,2.0,8.0,4.19
15039712,5.0,29.0,10.0,6.16,6.72
15040970,8.0,24.0,7.0,6.72,5.91
15040863,8.0,7.0,4.0,6.121457489878542,6.72
15040909,8.0,23.0,5.0,6.999999650783308,7.85
15040231,6.0,6.0,13.0,6.653465346534654,6.43
