job_id,depth,seed,k,obj_val,time
15039737,5.0,24.0,11.0,6.720000000000001,5.87
15041036,8.0,30.0,9.0,6.359621451104101,7.74
15040284,6.0,29.0,14.0,6.222222222222222,6.49
15041647,9.0,8.0,13.0,6.72,19.18
15041550,9.0,1.0,10.0,6.017910447761194,8.57
15040489,7.0,24.0,6.0,6.72,6.66
15041379,9.0,11.0,4.0,6.999999441245501,9.64
15039697,5.0,14.0,10.0,6.445012787723785,6.25
15039576,5.0,13.0,6.0,6.9999990615607945,6.24
15041339,9.0,1.0,3.0,7.0,5.48
15040245,6.0,20.0,13.0,6.596858638743455,5.95
15040621,7.0,6.0,11.0,6.653465346534654,5.68
15041350,9.0,12.0,3.0,8.999999995999998,4.22
15041462,9.0,4.0,7.0,5.976284584980237,9.87
15041195,8.0,9.0,15.0,6.810810810810811,7.32
15041296,9.0,18.0,1.0,9.0,6.11
15039831,5.0,28.0,14.0,6.054054054054054,4.49
15040495,7.0,30.0,6.0,6.3596214511041005,6.24
15039958,6.0,3.0,4.0,6.0,5.22
15041935,10.0,26.0,7.0,6.857142857142858,7.05
15041346,9.0,8.0,3.0,8.0,4.53
15041747,10.0,18.0,1.0,9.0,3.67
15042161,10.0,12.0,15.0,7.024390243902439,6.22
15039571,5.0,8.0,6.0,6.72,5.12
15041035,8.0,29.0,9.0,6.222222194012526,11.92
15039451,5.0,8.0,2.0,9.0,11.58
15040335,7.0,20.0,1.0,9.0,3.72
15040830,8.0,4.0,3.0,7.0,6.56
15040209,6.0,14.0,12.0,6.445012787723785,9.49
15041404,9.0,6.0,5.0,6.653465346534654,6.59
15042052,10.0,23.0,11.0,6.596858623540299,16.75
15041655,9.0,16.0,13.0,6.6607929515418505,37.7
15041418,9.0,20.0,5.0,7.0,13.09
15042147,10.0,28.0,14.0,6.054054054054054,15.55
15040505,7.0,10.0,7.0,6.3197492163009406,8.05
15040089,6.0,14.0,8.0,6.445012787723785,12.06
15041908,10.0,29.0,6.0,6.999998588799995,9.97
15041845,10.0,26.0,4.0,8.0,6.14
15039942,6.0,17.0,3.0,7.0,4.29
15041943,10.0,4.0,8.0,5.976284584980237,19.96
15041588,9.0,9.0,11.0,6.810810810810811,6.9
15040868,8.0,12.0,4.0,8.0,4.8
15041980,10.0,11.0,9.0,6.319749216300936,15.12
15041040,8.0,4.0,10.0,5.976284584980237,13.95
15041561,9.0,12.0,10.0,7.024390243902439,5.57
15039731,5.0,18.0,11.0,6.857142857142857,4.77
15041786,10.0,27.0,2.0,9.0,3.88
15039690,5.0,7.0,10.0,6.1214574898785425,4.26
15040992,8.0,16.0,8.0,6.66079295154185,17.78
15039916,6.0,21.0,2.0,9.0,4.08
15041564,9.0,15.0,10.0,6.3197492163009406,6.44
15041563,9.0,14.0,10.0,6.445012787723785,19.82
15040503,7.0,8.0,7.0,6.72,7.19
15040010,6.0,25.0,5.0,7.0,4.77
15041058,8.0,22.0,10.0,5.694915254237289,24.33
15040578,7.0,23.0,9.0,6.596858638743456,8.61
15041994,10.0,25.0,9.0,6.631578451736162,16.53
15040731,7.0,26.0,14.0,6.857142857142858,5.61
15041887,10.0,8.0,6.0,6.72,8.55
15041993,10.0,24.0,9.0,6.72,17.15
15039647,5.0,24.0,8.0,6.719999999999989,5.87
15041114,8.0,18.0,12.0,6.857142857142858,8.45
15039799,5.0,26.0,13.0,6.857142857142858,4.9
15041474,9.0,15.0,7.0,6.3197492163009406,6.21
15040858,8.0,2.0,4.0,7.999999999999998,4.53
15040728,7.0,23.0,14.0,6.596858638743456,8.61
15041774,10.0,15.0,2.0,8.0,4.93
15040042,6.0,27.0,6.0,6.810810810810811,4.88
15039536,5.0,3.0,5.0,6.0,7.0
15040604,7.0,19.0,10.0,6.3596214511041005,9.56
15040781,8.0,15.0,1.0,9.0,4.28
15040060,6.0,15.0,7.0,6.31974921630094,5.08
15040874,8.0,18.0,4.0,8.0,5.71
15039491,5.0,18.0,3.0,8.0,5.22
15040760,7.0,24.0,15.0,6.72,6.93
15040129,6.0,24.0,9.0,6.72,6.62
15039417,5.0,4.0,1.0,8.0,5.48
15040592,7.0,7.0,10.0,6.121457489878543,5.8
15039479,5.0,6.0,3.0,8.0,12.8
15040390,7.0,15.0,3.0,7.0,4.93
15039600,5.0,7.0,7.0,6.1214574898785425,4.25
15040249,6.0,24.0,13.0,6.72,8.96
15041075,8.0,9.0,11.0,6.810810810810811,12.04
15041783,10.0,24.0,2.0,9.0,3.64
15041310,9.0,2.0,2.0,9.0,9.46
15040241,6.0,16.0,13.0,6.6607929515418505,10.74
15040943,8.0,27.0,6.0,6.810810810810811,7.14
15039554,5.0,21.0,5.0,6.653465346534653,6.98
15041569,9.0,20.0,10.0,6.596858638743456,11.15
15040484,7.0,19.0,6.0,6.359621451104101,7.04
15041170,8.0,14.0,14.0,6.445012787723785,11.9
15041079,8.0,13.0,11.0,6.531317494600432,18.3
15040629,7.0,14.0,11.0,6.445012787723785,9.15
15042124,10.0,5.0,14.0,6.146341463414634,9.45
15040023,6.0,8.0,6.0,6.72,9.14
15040072,6.0,27.0,7.0,6.810810810810811,4.23
15042083,10.0,24.0,12.0,6.719999999999999,9.17
15042178,10.0,29.0,15.0,6.222222222222222,21.29
15041777,10.0,18.0,2.0,8.999998014705884,3.85
15040163,6.0,28.0,10.0,6.054054054054054,5.53
15039736,5.0,23.0,11.0,6.596858638743456,5.68
15041407,9.0,9.0,5.0,6.810810810810811,9.14
15039999,6.0,14.0,5.0,6.999999614234094,5.61
15040085,6.0,10.0,8.0,6.3197492163009406,4.96
15040378,7.0,3.0,3.0,6.999999999999965,5.38
15042040,10.0,11.0,11.0,6.319749216300936,10.86
15040330,7.0,15.0,1.0,9.0,3.76
15041587,9.0,8.0,11.0,6.72,25.09
15040461,7.0,26.0,5.0,6.857142857142857,5.72
15040447,7.0,12.0,5.0,7.024390243902439,4.96
15041836,10.0,17.0,4.0,7.0,5.2
15039849,5.0,16.0,15.0,6.631578947368421,11.93
15041059,8.0,23.0,10.0,6.596858638743456,8.6
15042035,10.0,6.0,11.0,6.653465346534654,9.77
15039983,6.0,28.0,4.0,7.0,4.39
15040764,7.0,28.0,15.0,6.054054054054054,7.57
15039761,5.0,18.0,12.0,6.857142857142857,4.74
15039702,5.0,19.0,10.0,6.359621451104101,4.96
15041667,9.0,28.0,13.0,6.054054054054054,6.94
15039528,5.0,25.0,4.0,8.0,3.86
15040329,7.0,14.0,1.0,9.0,3.76
15041643,9.0,4.0,13.0,5.976284584980237,12.14
15041927,10.0,18.0,7.0,6.857142857142858,13.3
15039886,6.0,21.0,1.0,9.0,3.64
15039780,5.0,7.0,13.0,6.1214574898785425,4.3
15041171,8.0,15.0,14.0,6.31974921630094,6.58
15039746,5.0,3.0,12.0,5.948497854077254,6.26
15040071,6.0,26.0,7.0,6.857142857142855,4.98
15040076,6.0,1.0,8.0,6.017910447761194,6.18
15040404,7.0,29.0,3.0,7.0,4.14
15039984,6.0,29.0,4.0,7.0,4.56
15039915,6.0,20.0,2.0,8.0,3.59
15040805,8.0,9.0,2.0,9.0,3.88
15041954,10.0,15.0,8.0,6.3197492163009406,9.81
15041824,10.0,5.0,4.0,6.999998941342898,6.54
15041127,8.0,1.0,13.0,6.017910447761189,8.55
15041442,9.0,14.0,6.0,6.445012787723783,11.71
15041145,8.0,19.0,13.0,6.359621451104101,7.28
15040882,8.0,26.0,4.0,8.0,6.31
15040491,7.0,26.0,6.0,6.857142857142858,6.78
15040328,7.0,13.0,1.0,9.0,3.8
15039584,5.0,21.0,6.0,6.653465346534653,4.65
15042085,10.0,26.0,12.0,6.857142857142858,7.13
15040962,8.0,16.0,7.0,6.660792951541848,17.93
15040739,7.0,4.0,15.0,5.976284584980239,9.39
15039919,6.0,24.0,2.0,9.0,4.05
15040616,7.0,1.0,11.0,6.017910447761194,6.11
15040221,6.0,26.0,12.0,6.857142857142855,5.22
15041823,10.0,4.0,4.0,6.0,4.99
15040178,6.0,13.0,11.0,6.53131749460043,7.83
15041416,9.0,18.0,5.0,6.8571426727300455,9.29
15041723,9.0,24.0,15.0,6.719999999999999,7.36
15042075,10.0,16.0,12.0,6.6607929515418505,22.49
15040045,6.0,30.0,6.0,6.359621451104101,4.33
15040721,7.0,16.0,14.0,6.6607929515418505,15.91
15041830,10.0,11.0,4.0,7.0,8.42
15039665,5.0,12.0,9.0,7.024390243902439,4.35
15040020,6.0,5.0,6.0,6.146341463414634,5.81
15039921,6.0,26.0,2.0,9.0,3.78
15039698,5.0,15.0,10.0,6.31974921630094,4.83
15041073,8.0,7.0,11.0,6.121457489878543,5.8
15042100,10.0,11.0,13.0,6.319749216300936,8.61
15040406,7.0,1.0,4.0,6.999999017910447,6.47
15040276,6.0,21.0,14.0,6.653465346534654,4.92
15040478,7.0,13.0,6.0,6.999999527327624,9.05
15039895,6.0,30.0,1.0,8.0,3.5
15039416,5.0,3.0,1.0,9.0,5.53
15041504,9.0,15.0,8.0,6.3197492163009406,6.48
15039478,5.0,5.0,3.0,7.0,12.73
15040194,6.0,29.0,11.0,6.222222222222222,16.77
15041214,8.0,28.0,15.0,6.054054054054054,7.54
15041558,9.0,9.0,10.0,6.810810810810811,6.83
15041307,9.0,29.0,1.0,8.0,6.13
15039449,5.0,6.0,2.0,9.0,11.36
15041284,9.0,6.0,1.0,9.0,5.18
15041592,9.0,13.0,11.0,6.531317494600432,20.23
15041760,10.0,1.0,2.0,7.000000000000001,4.09
15040754,7.0,19.0,15.0,6.3596214511041005,11.68
15041732,10.0,3.0,1.0,9.0,3.69
15042038,10.0,9.0,11.0,6.8108108108108105,9.54
15040589,7.0,4.0,10.0,5.976284584980239,9.35
15041743,10.0,14.0,1.0,9.0,3.74
15040626,7.0,11.0,11.0,6.3197492163009406,5.96
15040550,7.0,25.0,8.0,6.63157894736842,5.87
15041201,8.0,15.0,15.0,6.31974921630094,5.77
15041061,8.0,25.0,10.0,6.63157894736842,5.51
15040166,6.0,1.0,11.0,6.017910447761194,6.1
15040727,7.0,22.0,14.0,5.694915254237289,14.8
15041067,8.0,1.0,11.0,6.017910447761189,8.2
15041497,9.0,8.0,8.0,6.72,18.06
15040983,8.0,7.0,8.0,6.121457489878543,5.95
15041315,9.0,7.0,2.0,8.0,9.49
15041292,9.0,14.0,1.0,9.0,4.52
15041184,8.0,28.0,14.0,6.054054054054054,7.49
15040475,7.0,10.0,6.0,6.319749216300941,6.92
15041090,8.0,24.0,11.0,6.72,5.83
15040800,8.0,4.0,2.0,7.999999999099999,4.14
15040327,7.0,12.0,1.0,9.0,3.82
15041369,9.0,1.0,4.0,6.999999037879719,6.28
15039806,5.0,3.0,14.0,5.948497854077254,6.2
15040136,6.0,1.0,10.0,6.017910447761194,5.79
15041027,8.0,21.0,9.0,6.653465346534652,5.47
15040074,6.0,29.0,7.0,6.222222222222223,7.97
15040916,8.0,30.0,5.0,6.359621451104101,6.61
15040867,8.0,11.0,4.0,7.0,5.14
15039713,5.0,30.0,10.0,6.3596214511041005,5.44
15040784,8.0,18.0,1.0,9.0,4.26
15039605,5.0,12.0,7.0,7.024390243902439,4.43
15041724,9.0,25.0,15.0,6.631578947368421,8.66
15041738,10.0,9.0,1.0,9.0,3.72
15039419,5.0,6.0,1.0,9.0,18.11
15040504,7.0,9.0,7.0,6.810810810810811,7.44
15042108,10.0,19.0,13.0,6.3596214511041005,35.54
15039553,5.0,20.0,5.0,7.0,7.01
15039739,5.0,26.0,11.0,6.857142857142858,4.85
15040564,7.0,9.0,9.0,6.810810810810811,6.13
15040176,6.0,11.0,11.0,6.3197492163009406,4.49
15040285,6.0,30.0,14.0,6.359621451104101,4.54
15042169,10.0,20.0,15.0,6.596858638743456,41.73
15040833,8.0,7.0,3.0,7.0,6.56
15039758,5.0,15.0,12.0,6.31974921630094,12.71
15042055,10.0,26.0,11.0,6.857142857142858,7.13
15040777,8.0,11.0,1.0,9.0,4.24
15040888,8.0,2.0,5.0,7.99999899503767,5.42
15040620,7.0,5.0,11.0,6.146341463414634,7.22
15041159,8.0,3.0,14.0,5.952755905511811,13.39
15040046,6.0,1.0,7.0,6.017910447761194,6.06
15042099,10.0,10.0,13.0,6.319749216300941,14.86
15039658,5.0,5.0,9.0,6.146341463414635,4.74
15041166,8.0,10.0,14.0,6.319749216300941,9.03
15040979,8.0,3.0,8.0,5.952755905511812,7.9
15041864,10.0,15.0,5.0,6.3197492163009406,7.36
15040016,6.0,1.0,6.0,6.017910447761194,5.87
15039469,5.0,26.0,2.0,9.0,11.48
15040034,6.0,19.0,6.0,6.3596214511041005,6.01
15041405,9.0,7.0,5.0,6.121457489878543,7.9
15041108,8.0,12.0,12.0,7.02439024390244,5.19
15040598,7.0,13.0,10.0,6.531317494600432,11.42
15040102,6.0,27.0,8.0,6.810810810810811,4.33
15040242,6.0,17.0,13.0,6.222222222222222,6.46
15039812,5.0,9.0,14.0,6.810810810810811,4.46
15039597,5.0,4.0,7.0,5.976284584980237,5.86
15041557,9.0,8.0,10.0,6.72,16.97
15041987,10.0,18.0,9.0,6.857142857142858,18.48
15040303,6.0,18.0,15.0,6.857142857142858,5.93
15039704,5.0,21.0,10.0,6.653465346534653,4.55
15040009,6.0,24.0,5.0,7.0,5.68
15040842,8.0,16.0,3.0,8.0,6.61
15040162,6.0,27.0,10.0,6.810810810810811,4.53
15039997,6.0,12.0,5.0,7.024390243902438,4.47
15040360,7.0,15.0,2.0,8.0,4.26
15041898,10.0,19.0,6.0,6.359621373736504,10.46
15041525,9.0,6.0,9.0,6.653465346534654,6.18
15040741,7.0,6.0,15.0,6.653465346534654,5.83
15040150,6.0,15.0,10.0,6.31974921630094,5.25
15042034,10.0,5.0,11.0,6.146341463414634,8.81
15039859,5.0,26.0,15.0,6.857142857142858,5.01
15042093,10.0,4.0,13.0,5.976284584980237,36.08
15039549,5.0,16.0,5.0,7.0,6.99
15040547,7.0,22.0,8.0,5.694915254237289,10.36
15040304,6.0,19.0,15.0,6.3596214511041005,5.66
15039708,5.0,25.0,10.0,6.63157894736842,4.55
15040633,7.0,18.0,11.0,6.857142857142858,5.52
15041060,8.0,24.0,10.0,6.72,6.04
15041734,10.0,5.0,1.0,9.0,3.69
15040204,6.0,9.0,12.0,6.810810810810811,5.35
15041099,8.0,3.0,12.0,5.95275590551181,12.04
15041080,8.0,14.0,11.0,6.445012787723785,14.11
15040481,7.0,16.0,6.0,6.9999996093211765,15.68
15042144,10.0,25.0,14.0,6.631578947368421,14.09
15041092,8.0,26.0,11.0,6.857142857142858,6.7
15041394,9.0,26.0,4.0,7.999999562753799,6.71
15041756,10.0,27.0,1.0,9.0,3.82
15042027,10.0,28.0,10.0,6.054054054054054,13.66
15041387,9.0,19.0,4.0,7.0,6.99
15041849,10.0,30.0,4.0,7.0,6.74
15039817,5.0,14.0,14.0,6.445012787723785,6.04
15039653,5.0,30.0,8.0,6.359621451104101,5.05
15039744,5.0,1.0,12.0,6.017910447761194,5.55
15041193,8.0,7.0,15.0,6.121457489878543,5.91
15040149,6.0,14.0,10.0,6.445012787723785,9.64
15039577,5.0,14.0,6.0,6.445012787723785,6.26
15040501,7.0,6.0,7.0,6.653465346534654,5.9
15040516,7.0,21.0,7.0,6.653465346534654,5.07
15041438,9.0,10.0,6.0,6.319749216300941,14.22
15041461,9.0,3.0,7.0,5.952755899050317,12.1
15041470,9.0,11.0,7.0,6.3197492163009406,6.21
15042051,10.0,22.0,11.0,5.694915254237288,39.44
15041703,9.0,4.0,15.0,5.976284584980237,12.04
15040232,6.0,7.0,13.0,6.1214574898785425,5.22
15041671,9.0,2.0,14.0,7.322033898305085,17.39
15040747,7.0,12.0,15.0,7.024390243902439,4.58
15041365,9.0,27.0,3.0,9.0,4.2
15040869,8.0,13.0,4.0,6.999999278423509,6.19
15041684,9.0,15.0,14.0,6.3197492163009406,6.48
15041037,8.0,1.0,10.0,6.017910447761189,8.59
15040345,7.0,30.0,1.0,8.0,3.75
15040126,6.0,21.0,9.0,6.653465346534654,4.68
15039700,5.0,17.0,10.0,6.222222222222222,6.09
15040630,7.0,15.0,11.0,6.3197492163009406,5.45
15040051,6.0,6.0,7.0,6.653465346534654,5.61
15040950,8.0,4.0,7.0,5.976284584980236,10.66
15039763,5.0,20.0,12.0,6.596858638743456,5.59
15040820,8.0,24.0,2.0,9.0,3.9
15039777,5.0,4.0,13.0,5.974137931034482,5.86
15042001,10.0,2.0,10.0,7.322033765876041,30.11
15041427,9.0,29.0,5.0,6.999999059496562,10.91
15040177,6.0,12.0,11.0,7.024390243902439,4.74
15040638,7.0,23.0,11.0,6.596858638743456,8.86
15041476,9.0,17.0,7.0,6.222222222222221,13.67
15041547,9.0,28.0,9.0,6.054054054054054,7.0
15039671,5.0,18.0,9.0,6.857142857142857,4.94
15039924,6.0,29.0,2.0,7.0,3.82
15040066,6.0,21.0,7.0,6.653465346534654,4.75
15041815,10.0,26.0,3.0,8.0,5.4
15040575,7.0,20.0,9.0,6.596858638743456,9.22
15042058,10.0,29.0,11.0,6.222222222222223,23.05
15042017,10.0,18.0,10.0,6.857142857142858,16.4
15040650,7.0,5.0,12.0,6.146341463414634,10.1
15040876,8.0,20.0,4.0,7.0,5.85
15041837,10.0,18.0,4.0,7.999999884395504,5.78
15039759,5.0,16.0,12.0,6.631578947368421,14.41
15039555,5.0,22.0,5.0,6.0,6.97
15040893,8.0,7.0,5.0,6.121457489878543,5.74
15039757,5.0,14.0,12.0,6.445012787723785,13.74
15041190,8.0,4.0,15.0,5.976284584980236,13.37
15041064,8.0,28.0,10.0,6.054054054054054,8.13
15039493,5.0,20.0,3.0,8.0,5.32
15039509,5.0,6.0,4.0,7.0,7.35
15041876,10.0,27.0,5.0,6.810810810810811,7.59
15042044,10.0,15.0,11.0,6.3197492163009406,7.96
15039827,5.0,24.0,14.0,6.720000000000001,5.9
15040008,6.0,23.0,5.0,7.0,5.66
15042135,10.0,16.0,14.0,6.6607929515418505,28.62
15041511,9.0,22.0,8.0,5.694915254237289,29.69
15039778,5.0,5.0,13.0,6.146341463414635,4.75
15040559,7.0,4.0,9.0,5.976284584980239,9.45
15039465,5.0,22.0,2.0,7.0,11.53
15040542,7.0,17.0,8.0,6.222222222222223,9.32
15041327,9.0,19.0,2.0,8.0,9.31
15041306,9.0,28.0,1.0,8.0,6.11
15040586,7.0,1.0,10.0,6.017910447761194,6.24
15041299,9.0,21.0,1.0,9.0,9.34
15039880,6.0,15.0,1.0,9.0,3.66
15039684,5.0,1.0,10.0,6.017910447761194,10.55
15039472,5.0,29.0,2.0,7.0,11.5
15041736,10.0,7.0,1.0,9.0,3.77
15041527,9.0,8.0,9.0,6.72,18.47
15041008,8.0,2.0,9.0,7.322033898305085,11.31
15040704,7.0,29.0,13.0,6.222222222222222,14.57
15040434,7.0,29.0,4.0,7.0,4.78
15042024,10.0,25.0,10.0,6.63157894736842,25.14
15040560,7.0,5.0,9.0,6.146341463414634,7.28
15041577,9.0,28.0,10.0,6.054054054054054,12.07
15040380,7.0,5.0,3.0,7.0,5.38
15040206,6.0,11.0,12.0,6.3197492163009406,4.5
15039724,5.0,11.0,11.0,6.3197492163009406,4.21
15041098,8.0,2.0,12.0,7.322033898305086,14.57
15039441,5.0,28.0,1.0,8.0,11.16
15039495,5.0,22.0,3.0,7.0,4.12
15041946,10.0,7.0,8.0,6.1214574898785425,6.81
15040982,8.0,6.0,8.0,6.653465346534654,6.25
15042068,10.0,9.0,12.0,6.8108108108108105,9.76
15039426,5.0,13.0,1.0,9.0,3.57
15040190,6.0,25.0,11.0,6.63157894736842,5.37
15040642,7.0,27.0,11.0,6.8108108108108105,8.48
15039693,5.0,10.0,10.0,6.319749216300941,5.37
15039624,5.0,1.0,8.0,6.017910447761194,5.46
15039882,6.0,17.0,1.0,8.0,3.68
15040426,7.0,21.0,4.0,7.0,5.24
15039767,5.0,24.0,12.0,6.720000000000001,5.95
15040607,7.0,22.0,10.0,5.694915254237289,13.77
15040871,8.0,15.0,4.0,7.0,5.39
15042134,10.0,15.0,14.0,6.3197492163009406,8.61
