1,1,95.0
1,2,90.0
1,3,94.0
1,4,90.0
1,5,95.0
1,6,91.0
1,7,92.0
1,8,93.0
1,9,95.0
1,10,89.0
2,1,78.5
2,2,74.0
2,3,76.5
2,4,80.0
2,5,78.5
2,6,71.5
2,7,78.0
2,8,76.0
2,9,76.5
2,10,75.5
3,1,70.33333333333333
3,2,70.0
3,3,69.0
3,4,70.33333333333333
3,5,68.66666666666666
3,6,69.0
3,7,70.66666666666667
3,8,69.33333333333333
3,9,69.66666666666666
3,10,70.66666666666667
4,1,66.25
4,2,66.0
4,3,65.0
4,4,66.25
4,5,67.0
4,6,66.75
4,7,68.0
4,8,65.5
4,9,67.75
4,10,65.75
5,1,65.0
5,2,64.0
5,3,63.2
5,4,63.8
5,5,64.0
5,6,64.0
5,7,65.0
5,8,63.6
5,9,64.6
5,10,64.4
6,1,63.0
6,2,61.99999999999999
6,3,61.333333333333336
6,4,62.99999999999999
6,5,62.666666666666664
6,6,62.5
6,7,64.16666666666666
6,8,61.5
6,9,62.5
6,10,61.0
7,1,62.71428571428571
7,2,60.57142857142856
7,3,60.42857142857143
7,4,61.14285714285714
7,5,60.71428570708476
7,6,60.99999999999999
7,7,63.0
7,8,61.142857142857146
7,9,61.28571428571428
7,10,61.28571428571428
8,1,61.875
8,2,59.875
8,3,58.75
8,4,60.125
8,5,60.25
8,6,60.0
8,7,61.5
8,8,60.375
8,9,60.5
8,10,59.75
9,1,60.77777777777778
9,2,59.222222222222214
9,3,58.222222222222214
9,4,59.77777777777777
9,5,58.55555555555555
9,6,59.44444444444444
9,7,60.77777777777778
9,8,59.33333333333333
9,9,59.77777777777778
9,10,59.222222222222214
10,1,60.6
10,2,58.70000000000001
10,3,57.7
10,4,58.99999999999999
10,5,58.6
10,6,58.7
10,7,60.3
10,8,59.1
10,9,59.5
10,10,58.9
11,1,59.54545454545454
11,2,58.09090909090909
11,3,57.181818181818095
11,4,58.636363636363626
11,5,58.45454545454545
11,6,58.63636363636364
11,7,60.272727272727266
11,8,58.81818181818181
11,9,59.0
11,10,58.090909090909044
12,1,59.33333333333332
12,2,57.74999999999999
12,3,56.916666666666664
12,4,58.0
12,5,57.99999999999999
12,6,57.99999999999999
12,7,59.166666666666664
12,8,58.083333333333336
12,9,58.91666666666666
12,10,58.16666666666666
13,1,59.46153846153846
13,2,57.38461538461539
13,3,56.46153846153847
13,4,58.0
13,5,57.30769230769231
13,6,57.92307692307692
13,7,59.46153846153847
13,8,58.30769230769231
13,9,58.692307692307686
13,10,57.76923076923077
14,1,58.999999999999986
14,2,57.071428571428555
14,3,55.92857142857143
14,4,57.57142857142856
14,5,57.49999999999999
14,6,57.71428571428571
14,7,59.214285714285715
14,8,58.07142857142857
14,9,58.28571428571428
14,10,57.57142857142857
15,1,58.599999999999994
15,2,56.6
15,3,56.133333333333326
15,4,57.53333333333333
15,5,57.13333333333334
15,6,57.6
15,7,58.800000000000004
15,8,57.86666666666665
15,9,58.133333333333326
15,10,57.33333333333333
16,1,58.5
16,2,56.75
16,3,55.8125
16,4,57.25
16,5,57.0625
16,6,57.3125
16,7,58.75
16,8,57.5625
16,9,57.9375
16,10,57.0
17,1,58.35294117647059
17,2,56.70588235294117
