1,1,90.0
1,2,90.0
1,3,88.0
1,4,92.0
1,5,92.0
1,6,89.0
1,7,90.0
1,8,87.0
1,9,83.0
1,10,89.0
2,1,71.44594591920679
2,2,71.93814432989691
2,3,67.58823523955888
2,4,75.70491803278688
2,5,67.44000000000004
2,6,70.33333333333333
2,7,75.71428571428571
2,8,69.36633663366337
2,9,72.39583333333333
2,10,61.8421052631579
3,1,64.09686727122836
3,2,62.33333333333333
3,3,61.633347511697146
3,4,66.19750849377124
3,5,59.50502458841137
3,6,65.62270803949224
3,7,69.43987609124194
3,8,64.40321057601511
3,9,66.06078812511045
3,10,57.92917220008854
4,1,59.82281529635214
4,2,59.761769657554254
4,3,59.42888005530591
4,4,64.03689563090236
4,5,56.11916229549753
4,6,62.994690728897496
4,7,64.52254198166148
4,8,60.037232010970335
4,9,61.896810398973216
4,10,55.35675785049622
5,1,59.29718895525507
5,2,58.80809092330869
5,3,58.068378884007544
5,4,62.022717368121036
5,5,55.583324596402434
5,6,59.909697498626045
5,7,61.41597759963712
5,8,58.22335242222749
5,9,59.87111004029139
5,10,53.440744953189736
6,1,57.798933920171756
6,2,58.13961807841256
6,3,56.758718263272115
6,4,60.49989638006406
6,5,54.907507294985145
6,6,57.991801516735045
6,7,60.33891262609163
6,8,56.7344119256682
6,9,58.72787701008689
6,10,52.594201896406645
7,1,56.952961943201785
7,2,57.69090211898693
7,3,55.88737822517938
7,4,59.76032113794216
7,5,54.74260518194834
7,6,56.545772954535536
7,7,59.76593895386553
7,8,56.094129733771666
7,9,57.697291319925085
7,10,52.31150173947972
8,1,56.30743522326566
8,2,57.407964092200075
8,3,55.56856020749825
8,4,58.567728622767206
8,5,54.44617917749593
8,6,55.73197565966002
8,7,59.344695313316635
8,8,55.43690403278693
8,9,56.55925201183518
8,10,52.113650008578915
9,1,55.85573825354499
9,2,56.94229793340925
9,3,55.19007062372564
9,4,58.0610054476282
9,5,54.23354865490385
9,6,55.510224695162904
9,7,58.70102908521814
9,8,55.137167065198426
9,9,56.236344093667014
9,10,51.97173128180512
10,1,55.587117674362126
10,2,56.84735153395985
10,3,55.058629265827754
10,4,57.847876124363765
